REF_DATE,GEO,DGUID,Components of population growth,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE
2018/2019,"Fredericton (CMA), New Brunswick",2021S0503320,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590017841,8.5.1.1,158
2019/2020,"Fredericton (CMA), New Brunswick",2021S0503320,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590017841,8.5.1.1,133
2020/2021,"Fredericton (CMA), New Brunswick",2021S0503320,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590017841,8.5.1.1,110
2021/2022,"Fredericton (CMA), New Brunswick",2021S0503320,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590017841,8.5.1.1,128
2022/2023,"Fredericton (CMA), New Brunswick",2021S0503320,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590017841,8.5.1.1,140
2023/2024,"Fredericton (CMA), New Brunswick",2021S0503320,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590017841,8.5.1.1,144
2017/2018,"Saguenay (CMA), Quebec",2021S0503408,Births,Total - gender,All ages,Persons,249,units,0,v1590064437,9.1.1.1,1511
2018/2019,"Saguenay (CMA), Quebec",2021S0503408,Births,Total - gender,All ages,Persons,249,units,0,v1590064437,9.1.1.1,1459
2019/2020,"Saguenay (CMA), Quebec",2021S0503408,Births,Total - gender,All ages,Persons,249,units,0,v1590064437,9.1.1.1,1511
2020/2021,"Saguenay (CMA), Quebec",2021S0503408,Births,Total - gender,All ages,Persons,249,units,0,v1590064437,9.1.1.1,1464
2021/2022,"Saguenay (CMA), Quebec",2021S0503408,Births,Total - gender,All ages,Persons,249,units,0,v1590064437,9.1.1.1,1528
2022/2023,"Saguenay (CMA), Quebec",2021S0503408,Births,Total - gender,All ages,Persons,249,units,0,v1590064437,9.1.1.1,1377
2023/2024,"Saguenay (CMA), Quebec",2021S0503408,Births,Total - gender,All ages,Persons,249,units,0,v1590064437,9.1.1.1,1357
2017/2018,"Saguenay (CMA), Quebec",2021S0503408,Deaths,Total - gender,All ages,Persons,249,units,0,v1590064779,9.2.1.1,1513
2018/2019,"Saguenay (CMA), Quebec",2021S0503408,Deaths,Total - gender,All ages,Persons,249,units,0,v1590064779,9.2.1.1,1526
2019/2020,"Saguenay (CMA), Quebec",2021S0503408,Deaths,Total - gender,All ages,Persons,249,units,0,v1590064779,9.2.1.1,1569
2020/2021,"Saguenay (CMA), Quebec",2021S0503408,Deaths,Total - gender,All ages,Persons,249,units,0,v1590064779,9.2.1.1,1565
2021/2022,"Saguenay (CMA), Quebec",2021S0503408,Deaths,Total - gender,All ages,Persons,249,units,0,v1590064779,9.2.1.1,1656
2022/2023,"Saguenay (CMA), Quebec",2021S0503408,Deaths,Total - gender,All ages,Persons,249,units,0,v1590064779,9.2.1.1,1682
2023/2024,"Saguenay (CMA), Quebec",2021S0503408,Deaths,Total - gender,All ages,Persons,249,units,0,v1590064779,9.2.1.1,1744
2017/2018,"Saguenay (CMA), Quebec",2021S0503408,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590065121,9.3.1.1,68
2018/2019,"Saguenay (CMA), Quebec",2021S0503408,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590065121,9.3.1.1,45
2019/2020,"Saguenay (CMA), Quebec",2021S0503408,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590065121,9.3.1.1,71
2020/2021,"Saguenay (CMA), Quebec",2021S0503408,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590065121,9.3.1.1,112
2021/2022,"Saguenay (CMA), Quebec",2021S0503408,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590065121,9.3.1.1,296
2022/2023,"Saguenay (CMA), Quebec",2021S0503408,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590065121,9.3.1.1,293
2023/2024,"Saguenay (CMA), Quebec",2021S0503408,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590065121,9.3.1.1,268
2017/2018,"Saguenay (CMA), Quebec",2021S0503408,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590065805,9.5.1.1,95
2018/2019,"Saguenay (CMA), Quebec",2021S0503408,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590065805,9.5.1.1,91
2019/2020,"Saguenay (CMA), Quebec",2021S0503408,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590065805,9.5.1.1,98
2020/2021,"Saguenay (CMA), Quebec",2021S0503408,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590065805,9.5.1.1,99
2021/2022,"Saguenay (CMA), Quebec",2021S0503408,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590065805,9.5.1.1,92
2022/2023,"Saguenay (CMA), Quebec",2021S0503408,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590065805,9.5.1.1,52
2023/2024,"Saguenay (CMA), Quebec",2021S0503408,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590065805,9.5.1.1,55
2017/2018,"Québec (CMA), Quebec",2021S0503421,Births,Total - gender,All ages,Persons,249,units,0,v1590078141,10.1.1.1,7750
2018/2019,"Québec (CMA), Quebec",2021S0503421,Births,Total - gender,All ages,Persons,249,units,0,v1590078141,10.1.1.1,7854
2019/2020,"Québec (CMA), Quebec",2021S0503421,Births,Total - gender,All ages,Persons,249,units,0,v1590078141,10.1.1.1,7737
2020/2021,"Québec (CMA), Quebec",2021S0503421,Births,Total - gender,All ages,Persons,249,units,0,v1590078141,10.1.1.1,7916
2021/2022,"Québec (CMA), Quebec",2021S0503421,Births,Total - gender,All ages,Persons,249,units,0,v1590078141,10.1.1.1,8356
2022/2023,"Québec (CMA), Quebec",2021S0503421,Births,Total - gender,All ages,Persons,249,units,0,v1590078141,10.1.1.1,7908
2023/2024,"Québec (CMA), Quebec",2021S0503421,Births,Total - gender,All ages,Persons,249,units,0,v1590078141,10.1.1.1,7844
2017/2018,"Québec (CMA), Quebec",2021S0503421,Deaths,Total - gender,All ages,Persons,249,units,0,v1590078483,10.2.1.1,6683
2018/2019,"Québec (CMA), Quebec",2021S0503421,Deaths,Total - gender,All ages,Persons,249,units,0,v1590078483,10.2.1.1,6458
2019/2020,"Québec (CMA), Quebec",2021S0503421,Deaths,Total - gender,All ages,Persons,249,units,0,v1590078483,10.2.1.1,6523
2020/2021,"Québec (CMA), Quebec",2021S0503421,Deaths,Total - gender,All ages,Persons,249,units,0,v1590078483,10.2.1.1,7107
2021/2022,"Québec (CMA), Quebec",2021S0503421,Deaths,Total - gender,All ages,Persons,249,units,0,v1590078483,10.2.1.1,6909
2022/2023,"Québec (CMA), Quebec",2021S0503421,Deaths,Total - gender,All ages,Persons,249,units,0,v1590078483,10.2.1.1,7662
2023/2024,"Québec (CMA), Quebec",2021S0503421,Deaths,Total - gender,All ages,Persons,249,units,0,v1590078483,10.2.1.1,7662
2017/2018,"Québec (CMA), Quebec",2021S0503421,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590078825,10.3.1.1,2366
2018/2019,"Québec (CMA), Quebec",2021S0503421,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590078825,10.3.1.1,2370
2019/2020,"Québec (CMA), Quebec",2021S0503421,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590078825,10.3.1.1,2241
2020/2021,"Québec (CMA), Quebec",2021S0503421,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590078825,10.3.1.1,2550
2021/2022,"Québec (CMA), Quebec",2021S0503421,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590078825,10.3.1.1,5901
2022/2023,"Québec (CMA), Quebec",2021S0503421,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590078825,10.3.1.1,6495
2023/2024,"Québec (CMA), Quebec",2021S0503421,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590078825,10.3.1.1,7123
2017/2018,"Québec (CMA), Quebec",2021S0503421,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590079509,10.5.1.1,940
2018/2019,"Québec (CMA), Quebec",2021S0503421,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590079509,10.5.1.1,848
2019/2020,"Québec (CMA), Quebec",2021S0503421,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590079509,10.5.1.1,583
2020/2021,"Québec (CMA), Quebec",2021S0503421,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590079509,10.5.1.1,660
2021/2022,"Québec (CMA), Quebec",2021S0503421,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590079509,10.5.1.1,815
2022/2023,"Québec (CMA), Quebec",2021S0503421,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590079509,10.5.1.1,982
2023/2024,"Québec (CMA), Quebec",2021S0503421,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590079509,10.5.1.1,1015
2017/2018,"Sherbrooke (CMA), Quebec",2021S0503433,Births,Total - gender,All ages,Persons,249,units,0,v1590091845,11.1.1.1,2082
2018/2019,"Sherbrooke (CMA), Quebec",2021S0503433,Births,Total - gender,All ages,Persons,249,units,0,v1590091845,11.1.1.1,2087
2019/2020,"Sherbrooke (CMA), Quebec",2021S0503433,Births,Total - gender,All ages,Persons,249,units,0,v1590091845,11.1.1.1,2057
2020/2021,"Sherbrooke (CMA), Quebec",2021S0503433,Births,Total - gender,All ages,Persons,249,units,0,v1590091845,11.1.1.1,2057
2021/2022,"Sherbrooke (CMA), Quebec",2021S0503433,Births,Total - gender,All ages,Persons,249,units,0,v1590091845,11.1.1.1,2166
2022/2023,"Sherbrooke (CMA), Quebec",2021S0503433,Births,Total - gender,All ages,Persons,249,units,0,v1590091845,11.1.1.1,1972
2023/2024,"Sherbrooke (CMA), Quebec",2021S0503433,Births,Total - gender,All ages,Persons,249,units,0,v1590091845,11.1.1.1,2017
2017/2018,"Sherbrooke (CMA), Quebec",2021S0503433,Deaths,Total - gender,All ages,Persons,249,units,0,v1590092187,11.2.1.1,1786
2018/2019,"Sherbrooke (CMA), Quebec",2021S0503433,Deaths,Total - gender,All ages,Persons,249,units,0,v1590092187,11.2.1.1,1658
2019/2020,"Sherbrooke (CMA), Quebec",2021S0503433,Deaths,Total - gender,All ages,Persons,249,units,0,v1590092187,11.2.1.1,1720
2020/2021,"Sherbrooke (CMA), Quebec",2021S0503433,Deaths,Total - gender,All ages,Persons,249,units,0,v1590092187,11.2.1.1,1854
2021/2022,"Sherbrooke (CMA), Quebec",2021S0503433,Deaths,Total - gender,All ages,Persons,249,units,0,v1590092187,11.2.1.1,2156
2022/2023,"Sherbrooke (CMA), Quebec",2021S0503433,Deaths,Total - gender,All ages,Persons,249,units,0,v1590092187,11.2.1.1,2197
2023/2024,"Sherbrooke (CMA), Quebec",2021S0503433,Deaths,Total - gender,All ages,Persons,249,units,0,v1590092187,11.2.1.1,2220
2017/2018,"Sherbrooke (CMA), Quebec",2021S0503433,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590092529,11.3.1.1,1129
2018/2019,"Sherbrooke (CMA), Quebec",2021S0503433,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590092529,11.3.1.1,864
2019/2020,"Sherbrooke (CMA), Quebec",2021S0503433,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590092529,11.3.1.1,516
2020/2021,"Sherbrooke (CMA), Quebec",2021S0503433,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590092529,11.3.1.1,507
2021/2022,"Sherbrooke (CMA), Quebec",2021S0503433,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590092529,11.3.1.1,1061
2022/2023,"Sherbrooke (CMA), Quebec",2021S0503433,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590092529,11.3.1.1,1288
2023/2024,"Sherbrooke (CMA), Quebec",2021S0503433,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590092529,11.3.1.1,1092
2017/2018,"Sherbrooke (CMA), Quebec",2021S0503433,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590093213,11.5.1.1,246
2018/2019,"Sherbrooke (CMA), Quebec",2021S0503433,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590093213,11.5.1.1,229
2019/2020,"Sherbrooke (CMA), Quebec",2021S0503433,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590093213,11.5.1.1,154
2020/2021,"Sherbrooke (CMA), Quebec",2021S0503433,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590093213,11.5.1.1,203
2021/2022,"Sherbrooke (CMA), Quebec",2021S0503433,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590093213,11.5.1.1,271
2022/2023,"Sherbrooke (CMA), Quebec",2021S0503433,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590093213,11.5.1.1,258
2023/2024,"Sherbrooke (CMA), Quebec",2021S0503433,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590093213,11.5.1.1,267
2017/2018,"Trois-Rivières (CMA), Quebec",2021S0503442,Births,Total - gender,All ages,Persons,249,units,0,v1590102123,12.1.1.1,1330
2018/2019,"Trois-Rivières (CMA), Quebec",2021S0503442,Births,Total - gender,All ages,Persons,249,units,0,v1590102123,12.1.1.1,1403
2019/2020,"Trois-Rivières (CMA), Quebec",2021S0503442,Births,Total - gender,All ages,Persons,249,units,0,v1590102123,12.1.1.1,1451
2020/2021,"Trois-Rivières (CMA), Quebec",2021S0503442,Births,Total - gender,All ages,Persons,249,units,0,v1590102123,12.1.1.1,1472
2021/2022,"Trois-Rivières (CMA), Quebec",2021S0503442,Births,Total - gender,All ages,Persons,249,units,0,v1590102123,12.1.1.1,1445
2022/2023,"Trois-Rivières (CMA), Quebec",2021S0503442,Births,Total - gender,All ages,Persons,249,units,0,v1590102123,12.1.1.1,1381
2023/2024,"Trois-Rivières (CMA), Quebec",2021S0503442,Births,Total - gender,All ages,Persons,249,units,0,v1590102123,12.1.1.1,1393
2017/2018,"Trois-Rivières (CMA), Quebec",2021S0503442,Deaths,Total - gender,All ages,Persons,249,units,0,v1590102465,12.2.1.1,1593
2018/2019,"Trois-Rivières (CMA), Quebec",2021S0503442,Deaths,Total - gender,All ages,Persons,249,units,0,v1590102465,12.2.1.1,1691
2019/2020,"Trois-Rivières (CMA), Quebec",2021S0503442,Deaths,Total - gender,All ages,Persons,249,units,0,v1590102465,12.2.1.1,1659
2020/2021,"Trois-Rivières (CMA), Quebec",2021S0503442,Deaths,Total - gender,All ages,Persons,249,units,0,v1590102465,12.2.1.1,1646
2021/2022,"Trois-Rivières (CMA), Quebec",2021S0503442,Deaths,Total - gender,All ages,Persons,249,units,0,v1590102465,12.2.1.1,1735
2022/2023,"Trois-Rivières (CMA), Quebec",2021S0503442,Deaths,Total - gender,All ages,Persons,249,units,0,v1590102465,12.2.1.1,1931
2023/2024,"Trois-Rivières (CMA), Quebec",2021S0503442,Deaths,Total - gender,All ages,Persons,249,units,0,v1590102465,12.2.1.1,1873
2017/2018,"Trois-Rivières (CMA), Quebec",2021S0503442,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590102807,12.3.1.1,234
2018/2019,"Trois-Rivières (CMA), Quebec",2021S0503442,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590102807,12.3.1.1,268
2019/2020,"Trois-Rivières (CMA), Quebec",2021S0503442,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590102807,12.3.1.1,239
2020/2021,"Trois-Rivières (CMA), Quebec",2021S0503442,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590102807,12.3.1.1,207
2021/2022,"Trois-Rivières (CMA), Quebec",2021S0503442,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590102807,12.3.1.1,529
2022/2023,"Trois-Rivières (CMA), Quebec",2021S0503442,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590102807,12.3.1.1,669
2023/2024,"Trois-Rivières (CMA), Quebec",2021S0503442,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590102807,12.3.1.1,834
2017/2018,"Trois-Rivières (CMA), Quebec",2021S0503442,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590103491,12.5.1.1,109
2018/2019,"Trois-Rivières (CMA), Quebec",2021S0503442,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590103491,12.5.1.1,88
2019/2020,"Trois-Rivières (CMA), Quebec",2021S0503442,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590103491,12.5.1.1,57
2020/2021,"Trois-Rivières (CMA), Quebec",2021S0503442,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590103491,12.5.1.1,48
2021/2022,"Trois-Rivières (CMA), Quebec",2021S0503442,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590103491,12.5.1.1,112
2022/2023,"Trois-Rivières (CMA), Quebec",2021S0503442,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590103491,12.5.1.1,68
2023/2024,"Trois-Rivières (CMA), Quebec",2021S0503442,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590103491,12.5.1.1,70
2017/2018,"Drummondville (CMA), Quebec",2021S0503447,Births,Total - gender,All ages,Persons,249,units,0,v1590108975,13.1.1.1,953
2018/2019,"Drummondville (CMA), Quebec",2021S0503447,Births,Total - gender,All ages,Persons,249,units,0,v1590108975,13.1.1.1,1026
2019/2020,"Drummondville (CMA), Quebec",2021S0503447,Births,Total - gender,All ages,Persons,249,units,0,v1590108975,13.1.1.1,988
2020/2021,"Drummondville (CMA), Quebec",2021S0503447,Births,Total - gender,All ages,Persons,249,units,0,v1590108975,13.1.1.1,989
2021/2022,"Drummondville (CMA), Quebec",2021S0503447,Births,Total - gender,All ages,Persons,249,units,0,v1590108975,13.1.1.1,1046
2022/2023,"Drummondville (CMA), Quebec",2021S0503447,Births,Total - gender,All ages,Persons,249,units,0,v1590108975,13.1.1.1,990
2023/2024,"Drummondville (CMA), Quebec",2021S0503447,Births,Total - gender,All ages,Persons,249,units,0,v1590108975,13.1.1.1,978
2017/2018,"Drummondville (CMA), Quebec",2021S0503447,Deaths,Total - gender,All ages,Persons,249,units,0,v1590109317,13.2.1.1,873
2018/2019,"Drummondville (CMA), Quebec",2021S0503447,Deaths,Total - gender,All ages,Persons,249,units,0,v1590109317,13.2.1.1,842
2019/2020,"Drummondville (CMA), Quebec",2021S0503447,Deaths,Total - gender,All ages,Persons,249,units,0,v1590109317,13.2.1.1,934
2020/2021,"Drummondville (CMA), Quebec",2021S0503447,Deaths,Total - gender,All ages,Persons,249,units,0,v1590109317,13.2.1.1,925
2021/2022,"Drummondville (CMA), Quebec",2021S0503447,Deaths,Total - gender,All ages,Persons,249,units,0,v1590109317,13.2.1.1,1067
2022/2023,"Drummondville (CMA), Quebec",2021S0503447,Deaths,Total - gender,All ages,Persons,249,units,0,v1590109317,13.2.1.1,1078
2023/2024,"Drummondville (CMA), Quebec",2021S0503447,Deaths,Total - gender,All ages,Persons,249,units,0,v1590109317,13.2.1.1,1072
2017/2018,"Drummondville (CMA), Quebec",2021S0503447,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590109659,13.3.1.1,149
2018/2019,"Drummondville (CMA), Quebec",2021S0503447,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590109659,13.3.1.1,185
2019/2020,"Drummondville (CMA), Quebec",2021S0503447,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590109659,13.3.1.1,120
2020/2021,"Drummondville (CMA), Quebec",2021S0503447,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590109659,13.3.1.1,90
2021/2022,"Drummondville (CMA), Quebec",2021S0503447,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590109659,13.3.1.1,347
2022/2023,"Drummondville (CMA), Quebec",2021S0503447,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590109659,13.3.1.1,502
2023/2024,"Drummondville (CMA), Quebec",2021S0503447,Immigrants,Total - gender,All ages,Persons,249,units,0,v1590109659,13.3.1.1,585
2017/2018,"Drummondville (CMA), Quebec",2021S0503447,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590110343,13.5.1.1,47
2018/2019,"Drummondville (CMA), Quebec",2021S0503447,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590110343,13.5.1.1,37
2019/2020,"Drummondville (CMA), Quebec",2021S0503447,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590110343,13.5.1.1,50
2020/2021,"Drummondville (CMA), Quebec",2021S0503447,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590110343,13.5.1.1,34
2021/2022,"Drummondville (CMA), Quebec",2021S0503447,Emigrants,Total - gender,All ages,Persons,249,units,0,v1590110343,13.5.1.1,41
