"","REF_DATE","Central.government.operations","VALUE","covid"
"1496",2020-07-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1497",2020-08-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1498",2020-09-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1499",2020-10-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1500",2020-11-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1501",2020-12-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1502",2021-01-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1503",2021-02-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1504",2021-03-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1505",2021-04-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1506",2021-05-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1507",2021-06-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1508",2021-07-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1509",2021-08-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1510",2021-09-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1511",2021-10-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1512",2021-11-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1513",2021-12-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1514",2022-01-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1515",2022-02-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1516",2022-03-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1517",2022-04-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1518",2022-05-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1519",2022-06-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1520",2022-07-01,"Other market debt payable in Canadian currency",NA,"COVID"
"1521",2022-08-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1522",2022-09-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1523",2022-10-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1524",2022-11-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1525",2022-12-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1526",2023-01-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1527",2023-02-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1528",2023-03-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1529",2023-04-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1530",2023-05-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1531",2023-06-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1532",2023-07-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1533",2023-08-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1534",2023-09-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1535",2023-10-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1536",2023-11-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1537",2023-12-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1538",2024-01-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1539",2024-02-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1540",2024-03-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1541",2024-04-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1542",2024-05-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1543",2024-06-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1544",2024-07-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1545",2024-08-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1546",2024-09-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1547",2024-10-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1548",2024-11-01,"Other market debt payable in Canadian currency",NA,"Post-COVID"
"1549",2017-10-01,"Market debt payable in foreign currencies",10,"Pre-COVID"
"1550",2017-11-01,"Market debt payable in foreign currencies",3955,"Pre-COVID"
"1551",2017-12-01,"Market debt payable in foreign currencies",-923,"Pre-COVID"
"1552",2018-01-01,"Market debt payable in foreign currencies",-546,"Pre-COVID"
"1553",2018-02-01,"Market debt payable in foreign currencies",869,"Pre-COVID"
"1554",2018-03-01,"Market debt payable in foreign currencies",-4333,"Pre-COVID"
"1555",2018-04-01,"Market debt payable in foreign currencies",-159,"Pre-COVID"
"1556",2018-05-01,"Market debt payable in foreign currencies",-24,"Pre-COVID"
"1557",2018-06-01,"Market debt payable in foreign currencies",706,"Pre-COVID"
"1558",2018-07-01,"Market debt payable in foreign currencies",-444,"Pre-COVID"
"1559",2018-08-01,"Market debt payable in foreign currencies",161,"Pre-COVID"
"1560",2018-09-01,"Market debt payable in foreign currencies",-365,"Pre-COVID"
"1561",2018-10-01,"Market debt payable in foreign currencies",678,"Pre-COVID"
"1562",2018-11-01,"Market debt payable in foreign currencies",-582,"Pre-COVID"
"1563",2018-12-01,"Market debt payable in foreign currencies",511,"Pre-COVID"
"1564",2019-01-01,"Market debt payable in foreign currencies",3522,"Pre-COVID"
"1565",2019-02-01,"Market debt payable in foreign currencies",-4077,"Pre-COVID"
"1566",2019-03-01,"Market debt payable in foreign currencies",35,"Pre-COVID"
"1567",2019-04-01,"Market debt payable in foreign currencies",1030,"Pre-COVID"
"1568",2019-05-01,"Market debt payable in foreign currencies",-525,"Pre-COVID"
"1569",2019-06-01,"Market debt payable in foreign currencies",-1142,"Pre-COVID"
"1570",2019-07-01,"Market debt payable in foreign currencies",361,"Pre-COVID"
"1571",2019-08-01,"Market debt payable in foreign currencies",321,"Pre-COVID"
"1572",2019-09-01,"Market debt payable in foreign currencies",-792,"Pre-COVID"
"1573",2019-10-01,"Market debt payable in foreign currencies",-35,"Pre-COVID"
"1574",2019-11-01,"Market debt payable in foreign currencies",93,"Pre-COVID"
"1575",2019-12-01,"Market debt payable in foreign currencies",-431,"Pre-COVID"
"1576",2020-01-01,"Market debt payable in foreign currencies",1032,"Pre-COVID"
"1577",2020-02-01,"Market debt payable in foreign currencies",422,"Pre-COVID"
"1578",2020-03-01,"Market debt payable in foreign currencies",-403,"COVID"
"1579",2020-04-01,"Market debt payable in foreign currencies",2492,"COVID"
"1580",2020-05-01,"Market debt payable in foreign currencies",1301,"COVID"
"1581",2020-06-01,"Market debt payable in foreign currencies",151,"COVID"
"1582",2020-07-01,"Market debt payable in foreign currencies",709,"COVID"
"1583",2020-08-01,"Market debt payable in foreign currencies",-989,"COVID"
"1584",2020-09-01,"Market debt payable in foreign currencies",627,"COVID"
"1585",2020-10-01,"Market debt payable in foreign currencies",281,"COVID"
"1586",2020-11-01,"Market debt payable in foreign currencies",-1066,"COVID"
"1587",2020-12-01,"Market debt payable in foreign currencies",-2334,"COVID"
"1588",2021-01-01,"Market debt payable in foreign currencies",55,"COVID"
"1589",2021-02-01,"Market debt payable in foreign currencies",-516,"COVID"
"1590",2021-03-01,"Market debt payable in foreign currencies",-1224,"COVID"
"1591",2021-04-01,"Market debt payable in foreign currencies",80,"COVID"
"1592",2021-05-01,"Market debt payable in foreign currencies",4772,"COVID"
"1593",2021-06-01,"Market debt payable in foreign currencies",397,"COVID"
"1594",2021-07-01,"Market debt payable in foreign currencies",-171,"COVID"
"1595",2021-08-01,"Market debt payable in foreign currencies",937,"COVID"
"1596",2021-09-01,"Market debt payable in foreign currencies",1204,"COVID"
"1597",2021-10-01,"Market debt payable in foreign currencies",-2166,"COVID"
"1598",2021-11-01,"Market debt payable in foreign currencies",-318,"COVID"
"1599",2021-12-01,"Market debt payable in foreign currencies",653,"COVID"
"1600",2022-01-01,"Market debt payable in foreign currencies",-3971,"COVID"
"1601",2022-02-01,"Market debt payable in foreign currencies",-2886,"COVID"
"1602",2022-03-01,"Market debt payable in foreign currencies",472,"COVID"
"1603",2022-04-01,"Market debt payable in foreign currencies",4979,"COVID"
"1604",2022-05-01,"Market debt payable in foreign currencies",1142,"COVID"
"1605",2022-06-01,"Market debt payable in foreign currencies",-852,"COVID"
"1606",2022-07-01,"Market debt payable in foreign currencies",-1142,"COVID"
"1607",2022-08-01,"Market debt payable in foreign currencies",3512,"Post-COVID"
"1608",2022-09-01,"Market debt payable in foreign currencies",-1599,"Post-COVID"
"1609",2022-10-01,"Market debt payable in foreign currencies",-339,"Post-COVID"
"1610",2022-11-01,"Market debt payable in foreign currencies",-3911,"Post-COVID"
"1611",2022-12-01,"Market debt payable in foreign currencies",-204,"Post-COVID"
"1612",2023-01-01,"Market debt payable in foreign currencies",-348,"Post-COVID"
"1613",2023-02-01,"Market debt payable in foreign currencies",1317,"Post-COVID"
"1614",2023-03-01,"Market debt payable in foreign currencies",-994,"Post-COVID"
"1615",2023-04-01,"Market debt payable in foreign currencies",6308,"Post-COVID"
"1616",2023-05-01,"Market debt payable in foreign currencies",367,"Post-COVID"
"1617",2023-06-01,"Market debt payable in foreign currencies",-75,"Post-COVID"
"1618",2023-07-01,"Market debt payable in foreign currencies",-51,"Post-COVID"
"1619",2023-08-01,"Market debt payable in foreign currencies",-79,"Post-COVID"
"1620",2023-09-01,"Market debt payable in foreign currencies",-845,"Post-COVID"
"1621",2023-10-01,"Market debt payable in foreign currencies",912,"Post-COVID"
"1622",2023-11-01,"Market debt payable in foreign currencies",240,"Post-COVID"
"1623",2023-12-01,"Market debt payable in foreign currencies",330,"Post-COVID"
"1624",2024-01-01,"Market debt payable in foreign currencies",-1723,"Post-COVID"
"1625",2024-02-01,"Market debt payable in foreign currencies",-219,"Post-COVID"
"1626",2024-03-01,"Market debt payable in foreign currencies",50,"Post-COVID"
"1627",2024-04-01,"Market debt payable in foreign currencies",4980,"Post-COVID"
"1628",2024-05-01,"Market debt payable in foreign currencies",84,"Post-COVID"
"1629",2024-06-01,"Market debt payable in foreign currencies",285,"Post-COVID"
"1630",2024-07-01,"Market debt payable in foreign currencies",-825,"Post-COVID"
"1631",2024-08-01,"Market debt payable in foreign currencies",179,"Post-COVID"
"1632",2024-09-01,"Market debt payable in foreign currencies",2319,"Post-COVID"
"1633",2024-10-01,"Market debt payable in foreign currencies",-1492,"Post-COVID"
"1634",2024-11-01,"Market debt payable in foreign currencies",81,"Post-COVID"
"1635",2017-10-01,"Marketable bonds payable in foreign currencies",331,"Pre-COVID"
"1636",2017-11-01,"Marketable bonds payable in foreign currencies",3938,"Pre-COVID"
"1637",2017-12-01,"Marketable bonds payable in foreign currencies",-371,"Pre-COVID"
"1638",2018-01-01,"Marketable bonds payable in foreign currencies",-219,"Pre-COVID"
"1639",2018-02-01,"Marketable bonds payable in foreign currencies",587,"Pre-COVID"
"1640",2018-03-01,"Marketable bonds payable in foreign currencies",-4423,"Pre-COVID"
"1641",2018-04-01,"Marketable bonds payable in foreign currencies",-95,"Pre-COVID"
"1642",2018-05-01,"Marketable bonds payable in foreign currencies",23,"Pre-COVID"
"1643",2018-06-01,"Marketable bonds payable in foreign currencies",128,"Pre-COVID"
"1644",2018-07-01,"Marketable bonds payable in foreign currencies",-111,"Pre-COVID"
"1645",2018-08-01,"Marketable bonds payable in foreign currencies",14,"Pre-COVID"
"1646",2018-09-01,"Marketable bonds payable in foreign currencies",-108,"Pre-COVID"
"1647",2018-10-01,"Marketable bonds payable in foreign currencies",127,"Pre-COVID"
"1648",2018-11-01,"Marketable bonds payable in foreign currencies",104,"Pre-COVID"
"1649",2018-12-01,"Marketable bonds payable in foreign currencies",337,"Pre-COVID"
"1650",2019-01-01,"Marketable bonds payable in foreign currencies",3512,"Pre-COVID"
"1651",2019-02-01,"Marketable bonds payable in foreign currencies",-3941,"Pre-COVID"
"1652",2019-03-01,"Marketable bonds payable in foreign currencies",125,"Pre-COVID"
"1653",2019-04-01,"Marketable bonds payable in foreign currencies",28,"Pre-COVID"
"1654",2019-05-01,"Marketable bonds payable in foreign currencies",87,"Pre-COVID"
"1655",2019-06-01,"Marketable bonds payable in foreign currencies",-294,"Pre-COVID"
"1656",2019-07-01,"Marketable bonds payable in foreign currencies",5,"Pre-COVID"
"1657",2019-08-01,"Marketable bonds payable in foreign currencies",75,"Pre-COVID"
"1658",2019-09-01,"Marketable bonds payable in foreign currencies",-82,"Pre-COVID"
"1659",2019-10-01,"Marketable bonds payable in foreign currencies",6,"Pre-COVID"
"1660",2019-11-01,"Marketable bonds payable in foreign currencies",56,"Pre-COVID"
"1661",2019-12-01,"Marketable bonds payable in foreign currencies",-192,"Pre-COVID"
"1662",2020-01-01,"Marketable bonds payable in foreign currencies",1207,"Pre-COVID"
"1663",2020-02-01,"Marketable bonds payable in foreign currencies",168,"Pre-COVID"
"1664",2020-03-01,"Marketable bonds payable in foreign currencies",589,"COVID"
"1665",2020-04-01,"Marketable bonds payable in foreign currencies",-141,"COVID"
"1666",2020-05-01,"Marketable bonds payable in foreign currencies",-134,"COVID"
"1667",2020-06-01,"Marketable bonds payable in foreign currencies",-175,"COVID"
"1668",2020-07-01,"Marketable bonds payable in foreign currencies",-164,"COVID"
"1669",2020-08-01,"Marketable bonds payable in foreign currencies",-319,"COVID"
"1670",2020-09-01,"Marketable bonds payable in foreign currencies",248,"COVID"
"1671",2020-10-01,"Marketable bonds payable in foreign currencies",7,"COVID"
"1672",2020-11-01,"Marketable bonds payable in foreign currencies",-302,"COVID"
"1673",2020-12-01,"Marketable bonds payable in foreign currencies",-232,"COVID"
"1674",2021-01-01,"Marketable bonds payable in foreign currencies",52,"COVID"
"1675",2021-02-01,"Marketable bonds payable in foreign currencies",-54,"COVID"
"1676",2021-03-01,"Marketable bonds payable in foreign currencies",-144,"COVID"
"1677",2021-04-01,"Marketable bonds payable in foreign currencies",-230,"COVID"
"1678",2021-05-01,"Marketable bonds payable in foreign currencies",3981,"COVID"
"1679",2021-06-01,"Marketable bonds payable in foreign currencies",437,"COVID"
"1680",2021-07-01,"Marketable bonds payable in foreign currencies",41,"COVID"
"1681",2021-08-01,"Marketable bonds payable in foreign currencies",202,"COVID"
"1682",2021-09-01,"Marketable bonds payable in foreign currencies",202,"COVID"
"1683",2021-10-01,"Marketable bonds payable in foreign currencies",-457,"COVID"
"1684",2021-11-01,"Marketable bonds payable in foreign currencies",469,"COVID"
"1685",2021-12-01,"Marketable bonds payable in foreign currencies",-140,"COVID"
"1686",2022-01-01,"Marketable bonds payable in foreign currencies",-3791,"COVID"
"1687",2022-02-01,"Marketable bonds payable in foreign currencies",-17,"COVID"
"1688",2022-03-01,"Marketable bonds payable in foreign currencies",-151,"COVID"
"1689",2022-04-01,"Marketable bonds payable in foreign currencies",4839,"COVID"
"1690",2022-05-01,"Marketable bonds payable in foreign currencies",-290,"COVID"
"1691",2022-06-01,"Marketable bonds payable in foreign currencies",319,"COVID"
"1692",2022-07-01,"Marketable bonds payable in foreign currencies",-92,"COVID"
"1693",2022-08-01,"Marketable bonds payable in foreign currencies",453,"Post-COVID"
"1694",2022-09-01,"Marketable bonds payable in foreign currencies",762,"Post-COVID"
"1695",2022-10-01,"Marketable bonds payable in foreign currencies",-136,"Post-COVID"
"1696",2022-11-01,"Marketable bonds payable in foreign currencies",-4295,"Post-COVID"
"1697",2022-12-01,"Marketable bonds payable in foreign currencies",111,"Post-COVID"
"1698",2023-01-01,"Marketable bonds payable in foreign currencies",-248,"Post-COVID"
"1699",2023-02-01,"Marketable bonds payable in foreign currencies",358,"Post-COVID"
"1700",2023-03-01,"Marketable bonds payable in foreign currencies",-105,"Post-COVID"
"1701",2023-04-01,"Marketable bonds payable in foreign currencies",5376,"Post-COVID"
"1702",2023-05-01,"Marketable bonds payable in foreign currencies",56,"Post-COVID"
"1703",2023-06-01,"Marketable bonds payable in foreign currencies",-422,"Post-COVID"
"1704",2023-07-01,"Marketable bonds payable in foreign currencies",44,"Post-COVID"
"1705",2023-08-01,"Marketable bonds payable in foreign currencies",374,"Post-COVID"
"1706",2023-09-01,"Marketable bonds payable in foreign currencies",134,"Post-COVID"
"1707",2023-10-01,"Marketable bonds payable in foreign currencies",271,"Post-COVID"
"1708",2023-11-01,"Marketable bonds payable in foreign currencies",-400,"Post-COVID"
"1709",2023-12-01,"Marketable bonds payable in foreign currencies",-413,"Post-COVID"
"1710",2024-01-01,"Marketable bonds payable in foreign currencies",280,"Post-COVID"
"1711",2024-02-01,"Marketable bonds payable in foreign currencies",216,"Post-COVID"
"1712",2024-03-01,"Marketable bonds payable in foreign currencies",NA,"Post-COVID"
"1713",2024-04-01,"Marketable bonds payable in foreign currencies",4289,"Post-COVID"
"1714",2024-05-01,"Marketable bonds payable in foreign currencies",-196,"Post-COVID"
"1715",2024-06-01,"Marketable bonds payable in foreign currencies",148,"Post-COVID"
"1716",2024-07-01,"Marketable bonds payable in foreign currencies",227,"Post-COVID"
"1717",2024-08-01,"Marketable bonds payable in foreign currencies",-509,"Post-COVID"
"1718",2024-09-01,"Marketable bonds payable in foreign currencies",126,"Post-COVID"
"1719",2024-10-01,"Marketable bonds payable in foreign currencies",477,"Post-COVID"
"1720",2024-11-01,"Marketable bonds payable in foreign currencies",171,"Post-COVID"
"1721",2017-10-01,"Euro medium-term notes",80,"Pre-COVID"
"1722",2017-11-01,"Euro medium-term notes",5,"Pre-COVID"
"1723",2017-12-01,"Euro medium-term notes",-65,"Pre-COVID"
"1724",2018-01-01,"Euro medium-term notes",-46,"Pre-COVID"
"1725",2018-02-01,"Euro medium-term notes",103,"Pre-COVID"
"1726",2018-03-01,"Euro medium-term notes",12,"Pre-COVID"
"1727",2018-04-01,"Euro medium-term notes",-13,"Pre-COVID"
"1728",2018-05-01,"Euro medium-term notes",17,"Pre-COVID"
"1729",2018-06-01,"Euro medium-term notes",36,"Pre-COVID"
"1730",2018-07-01,"Euro medium-term notes",-27,"Pre-COVID"
"1731",2018-08-01,"Euro medium-term notes",-320,"Pre-COVID"
"1732",2018-09-01,"Euro medium-term notes",-23,"Pre-COVID"
"1733",2018-10-01,"Euro medium-term notes",36,"Pre-COVID"
"1734",2018-11-01,"Euro medium-term notes",22,"Pre-COVID"
"1735",2018-12-01,"Euro medium-term notes",65,"Pre-COVID"
"1736",2019-01-01,"Euro medium-term notes",-89,"Pre-COVID"
"1737",2019-02-01,"Euro medium-term notes",2,"Pre-COVID"
"1738",2019-03-01,"Euro medium-term notes",32,"Pre-COVID"
"1739",2019-04-01,"Euro medium-term notes",6,"Pre-COVID"
"1740",2019-05-01,"Euro medium-term notes",20,"Pre-COVID"
"1741",2019-06-01,"Euro medium-term notes",-68,"Pre-COVID"
"1742",2019-07-01,"Euro medium-term notes",-186,"Pre-COVID"
"1743",2019-08-01,"Euro medium-term notes",-50,"Pre-COVID"
"1744",2019-09-01,"Euro medium-term notes",-145,"Pre-COVID"
"1745",2019-10-01,"Euro medium-term notes",-5,"Pre-COVID"
"1746",2019-11-01,"Euro medium-term notes",13,"Pre-COVID"
"1747",2019-12-01,"Euro medium-term notes",-168,"Pre-COVID"
"1748",2020-01-01,"Euro medium-term notes",-300,"Pre-COVID"
"1749",2020-02-01,"Euro medium-term notes",-182,"Pre-COVID"
"1750",2020-03-01,"Euro medium-term notes",-116,"COVID"
"1751",2020-04-01,"Euro medium-term notes",-14,"COVID"
"1752",2020-05-01,"Euro medium-term notes",-181,"COVID"
"1753",2020-06-01,"Euro medium-term notes",-146,"COVID"
"1754",2020-07-01,"Euro medium-term notes",1,"COVID"
"1755",2020-08-01,"Euro medium-term notes",-17,"COVID"
"1756",2020-09-01,"Euro medium-term notes",-388,"COVID"
"1757",2020-10-01,"Euro medium-term notes",-1,"COVID"
"1758",2020-11-01,"Euro medium-term notes",-4,"COVID"
"1759",2020-12-01,"Euro medium-term notes",-65,"COVID"
"1760",2021-01-01,"Euro medium-term notes",-233,"COVID"
"1761",2021-02-01,"Euro medium-term notes",NA,"COVID"
"1762",2021-03-01,"Euro medium-term notes",-1,"COVID"
"1763",2021-04-01,"Euro medium-term notes",-1,"COVID"
"1764",2021-05-01,"Euro medium-term notes",-1,"COVID"
"1765",2021-06-01,"Euro medium-term notes",2,"COVID"
"1766",2021-07-01,"Euro medium-term notes",NA,"COVID"
"1767",2021-08-01,"Euro medium-term notes",-62,"COVID"
"1768",2021-09-01,"Euro medium-term notes",NA,"COVID"
"1769",2021-10-01,"Euro medium-term notes",NA,"COVID"
"1770",2021-11-01,"Euro medium-term notes",NA,"COVID"
"1771",2021-12-01,"Euro medium-term notes",NA,"COVID"
"1772",2022-01-01,"Euro medium-term notes",NA,"COVID"
"1773",2022-02-01,"Euro medium-term notes",NA,"COVID"
"1774",2022-03-01,"Euro medium-term notes",NA,"COVID"
"1775",2022-04-01,"Euro medium-term notes",NA,"COVID"
"1776",2022-05-01,"Euro medium-term notes",NA,"COVID"
"1777",2022-06-01,"Euro medium-term notes",NA,"COVID"
"1778",2022-07-01,"Euro medium-term notes",NA,"COVID"
"1779",2022-08-01,"Euro medium-term notes",NA,"Post-COVID"
"1780",2022-09-01,"Euro medium-term notes",NA,"Post-COVID"
"1781",2022-10-01,"Euro medium-term notes",NA,"Post-COVID"
"1782",2022-11-01,"Euro medium-term notes",NA,"Post-COVID"
"1783",2022-12-01,"Euro medium-term notes",NA,"Post-COVID"
"1784",2023-01-01,"Euro medium-term notes",NA,"Post-COVID"
"1785",2023-02-01,"Euro medium-term notes",NA,"Post-COVID"
"1786",2023-03-01,"Euro medium-term notes",NA,"Post-COVID"
"1787",2023-04-01,"Euro medium-term notes",NA,"Post-COVID"
"1788",2023-05-01,"Euro medium-term notes",NA,"Post-COVID"
"1789",2023-06-01,"Euro medium-term notes",NA,"Post-COVID"
"1790",2023-07-01,"Euro medium-term notes",NA,"Post-COVID"
"1791",2023-08-01,"Euro medium-term notes",NA,"Post-COVID"
"1792",2023-09-01,"Euro medium-term notes",NA,"Post-COVID"
"1793",2023-10-01,"Euro medium-term notes",NA,"Post-COVID"
"1794",2023-11-01,"Euro medium-term notes",NA,"Post-COVID"
"1795",2023-12-01,"Euro medium-term notes",NA,"Post-COVID"
"1796",2024-01-01,"Euro medium-term notes",NA,"Post-COVID"
"1797",2024-02-01,"Euro medium-term notes",NA,"Post-COVID"
"1798",2024-03-01,"Euro medium-term notes",NA,"Post-COVID"
"1799",2024-04-01,"Euro medium-term notes",NA,"Post-COVID"
"1800",2024-05-01,"Euro medium-term notes",NA,"Post-COVID"
"1801",2024-06-01,"Euro medium-term notes",NA,"Post-COVID"
"1802",2024-07-01,"Euro medium-term notes",NA,"Post-COVID"
"1803",2024-08-01,"Euro medium-term notes",NA,"Post-COVID"
"1804",2024-09-01,"Euro medium-term notes",NA,"Post-COVID"
"1805",2024-10-01,"Euro medium-term notes",NA,"Post-COVID"
"1806",2024-11-01,"Euro medium-term notes",NA,"Post-COVID"
"1807",2017-10-01,"Canada bills",-401,"Pre-COVID"
"1808",2017-11-01,"Canada bills",12,"Pre-COVID"
"1809",2017-12-01,"Canada bills",-487,"Pre-COVID"
"1810",2018-01-01,"Canada bills",-281,"Pre-COVID"
"1811",2018-02-01,"Canada bills",179,"Pre-COVID"
"1812",2018-03-01,"Canada bills",78,"Pre-COVID"
"1813",2018-04-01,"Canada bills",-51,"Pre-COVID"
"1814",2018-05-01,"Canada bills",-64,"Pre-COVID"
"1815",2018-06-01,"Canada bills",542,"Pre-COVID"
"1816",2018-07-01,"Canada bills",-306,"Pre-COVID"
"1817",2018-08-01,"Canada bills",467,"Pre-COVID"
"1818",2018-09-01,"Canada bills",-234,"Pre-COVID"
"1819",2018-10-01,"Canada bills",515,"Pre-COVID"
"1820",2018-11-01,"Canada bills",-708,"Pre-COVID"
"1821",2018-12-01,"Canada bills",109,"Pre-COVID"
"1822",2019-01-01,"Canada bills",99,"Pre-COVID"
"1823",2019-02-01,"Canada bills",-138,"Pre-COVID"
"1824",2019-03-01,"Canada bills",-122,"Pre-COVID"
"1825",2019-04-01,"Canada bills",996,"Pre-COVID"
"1826",2019-05-01,"Canada bills",-632,"Pre-COVID"
"1827",2019-06-01,"Canada bills",-780,"Pre-COVID"
"1828",2019-07-01,"Canada bills",542,"Pre-COVID"
"1829",2019-08-01,"Canada bills",296,"Pre-COVID"
"1830",2019-09-01,"Canada bills",-565,"Pre-COVID"
"1831",2019-10-01,"Canada bills",-36,"Pre-COVID"
"1832",2019-11-01,"Canada bills",24,"Pre-COVID"
"1833",2019-12-01,"Canada bills",-71,"Pre-COVID"
"1834",2020-01-01,"Canada bills",125,"Pre-COVID"
"1835",2020-02-01,"Canada bills",436,"Pre-COVID"
"1836",2020-03-01,"Canada bills",-876,"COVID"
"1837",2020-04-01,"Canada bills",2647,"COVID"
"1838",2020-05-01,"Canada bills",1616,"COVID"
"1839",2020-06-01,"Canada bills",472,"COVID"
"1840",2020-07-01,"Canada bills",872,"COVID"
"1841",2020-08-01,"Canada bills",-653,"COVID"
"1842",2020-09-01,"Canada bills",767,"COVID"
"1843",2020-10-01,"Canada bills",275,"COVID"
"1844",2020-11-01,"Canada bills",-760,"COVID"
"1845",2020-12-01,"Canada bills",-2037,"COVID"
"1846",2021-01-01,"Canada bills",236,"COVID"
"1847",2021-02-01,"Canada bills",-462,"COVID"
"1848",2021-03-01,"Canada bills",-1079,"COVID"
"1849",2021-04-01,"Canada bills",311,"COVID"
"1850",2021-05-01,"Canada bills",792,"COVID"
"1851",2021-06-01,"Canada bills",-42,"COVID"
"1852",2021-07-01,"Canada bills",-212,"COVID"
"1853",2021-08-01,"Canada bills",797,"COVID"
"1854",2021-09-01,"Canada bills",1002,"COVID"
"1855",2021-10-01,"Canada bills",-1709,"COVID"
"1856",2021-11-01,"Canada bills",-787,"COVID"
"1857",2021-12-01,"Canada bills",793,"COVID"
"1858",2022-01-01,"Canada bills",-180,"COVID"
"1859",2022-02-01,"Canada bills",-2869,"COVID"
"1860",2022-03-01,"Canada bills",623,"COVID"
"1861",2022-04-01,"Canada bills",140,"COVID"
"1862",2022-05-01,"Canada bills",1432,"COVID"
"1863",2022-06-01,"Canada bills",-1171,"COVID"
"1864",2022-07-01,"Canada bills",-1050,"COVID"
"1865",2022-08-01,"Canada bills",3059,"Post-COVID"
"1866",2022-09-01,"Canada bills",-2361,"Post-COVID"
"1867",2022-10-01,"Canada bills",-203,"Post-COVID"
"1868",2022-11-01,"Canada bills",384,"Post-COVID"
"1869",2022-12-01,"Canada bills",-315,"Post-COVID"
"1870",2023-01-01,"Canada bills",-100,"Post-COVID"
"1871",2023-02-01,"Canada bills",959,"Post-COVID"
"1872",2023-03-01,"Canada bills",-889,"Post-COVID"
"1873",2023-04-01,"Canada bills",932,"Post-COVID"
"1874",2023-05-01,"Canada bills",311,"Post-COVID"
"1875",2023-06-01,"Canada bills",347,"Post-COVID"
"1876",2023-07-01,"Canada bills",-95,"Post-COVID"
"1877",2023-08-01,"Canada bills",-453,"Post-COVID"
"1878",2023-09-01,"Canada bills",-979,"Post-COVID"
"1879",2023-10-01,"Canada bills",641,"Post-COVID"
"1880",2023-11-01,"Canada bills",640,"Post-COVID"
"1881",2023-12-01,"Canada bills",743,"Post-COVID"
"1882",2024-01-01,"Canada bills",-2003,"Post-COVID"
"1883",2024-02-01,"Canada bills",-435,"Post-COVID"
"1884",2024-03-01,"Canada bills",50,"Post-COVID"
"1885",2024-04-01,"Canada bills",691,"Post-COVID"
"1886",2024-05-01,"Canada bills",280,"Post-COVID"
"1887",2024-06-01,"Canada bills",137,"Post-COVID"
"1888",2024-07-01,"Canada bills",-1052,"Post-COVID"
"1889",2024-08-01,"Canada bills",688,"Post-COVID"
"1890",2024-09-01,"Canada bills",2193,"Post-COVID"
"1891",2024-10-01,"Canada bills",-1969,"Post-COVID"
"1892",2024-11-01,"Canada bills",-90,"Post-COVID"
